2 #m
5 #n
0 s0 0 0 0.139991749108 0.283018867925 0.466140471406 3 0 0.298527579022 1 0 0 3 2 0 1 1 0.701472420978 2 1 0
0 s0 1 1 9.6390389216e-05 0.0192307692308 0.134370248953 3 0 0 1 0 0 3 2 0 1 1 1.0 2 1 0
0 s0 2 2 0.118216551905 0.266666666667 0.465820852336 3 0 0 1 0 0 3 2 0 1 1 0.70565563997 2 1 0.29434436003
0 s0 3 3 0.0063553204665 0.0555555555556 0.188804715184 3 0 0 1 0 0 3 2 0 1 1 1.0 2 1 0
0 s0 4 4 0 0.0 0 3 0 0 1 0 0 3 2 0 1 1 1.0 2 1 0
1 s1 0 0 0.244776391669 0.431818181818 0.633907408662 3 0 0.371882564072 1 0 0.0184811962734 3 2 0 1 1 0.609636239655 2 1 0
1 s1 1 1 0 0.0 0 3 0 0 1 0 0 3 2 0 1 1 1.0 2 1 0
1 s1 2 2 0.138131856708 0.307692307692 0.525194889198 3 0 0 1 0 0 3 2 0 1 1 0.645831870231 2 1 0.354168129769
1 s1 3 3 0 0.0 0 3 0 0 1 0 0 3 2 0 1 1 1.0 2 1 0
1 s1 4 4 0.00213175008559 0.0408163265306 0.175762700349 3 0 0 1 0 0 3 2 0.141504022333 1 1 0.858495977667 2 1 0
